url,abstract,short_abstract,t5_sum
Zeno_van_Byzantium,"Flavius Zeno (? - 9 april 491), ook wel genoemd Zeno de Isauriër ( Grieks: Ζήνων; Latijn: Flavius Zeno), geboren als Tarasicodissa, was keizer van het Oost-Romeinse rijk van 9 februari 474 tot aan zijn dood op 9 april 491 (met onderbrekingen). Zeno was een generaal van Isaurische afkomst, die door sommige Romeinen werd beschouwd als een barbaar. Onder Leo I was aan de Isauriër een belangrijke positie gegeven als tegenwicht tegen Aspar. Zeno trouwde met Ariadne, de dochter van Leo I en samen kregen ze twee zoons: Leo en Zeno. Hun vader zou hen beiden overleven. Leo II, de zevenjarige opvolger van Leo I, stond natuurlijk onder bestuur van zijn vader, die medekeizer werd in februari 474. In november 474 stierf Leo II en zo kreeg Zeno de keizerstitel (niet voor lang). Verina, de weduwe van Leo I, kreeg van Zeno niet de toelating om met haar geliefde Patricius te trouwen. Dit is het begin van een jarenlange wraakneming (474-488). Eerst met haar broer Basiliscus, dan via haar dochter Leontia en later met Leontius en altijd in samenwerking met Illus, een landgenoot van Zeno. Door al deze intriges kwam Zeno niet aan regeren toe, alhoewel hij in theorie heerser was over het Romeinse Rijk. Hij erkende Julius Nepos, een neef van Leo I als keizer van het West-Romeinse Rijk tot diens dood in 480. Na de uitschakeling van Illus en Leontius (488) werd de nieuwe sterke man Theodorik de Grote, zijn eerste opdracht was het heroveren van Italië op Odoaker","Flavius Zeno (? - 9 april 491), ook wel genoemd Zeno de Isauriër (Grieks: Ζήνων; Latijn: Flavius Zeno), geboren als Tarasicodissa, was keizer van het Oost-Romeinse rijk van 9 februari 474 tot aan zijn dood op 9 april 491 (met onderbrekingen).","Zeno was een generaal van Isaurische afkomst, die door sommige Romeinen werd beschouwd als een barbaar. Zeno trouwde met Ariadne, de dochter van Leo I en samen kregen ze twee zoons: Leo en Zeno."
Ioannes_Servilius,"Ioannes Servilius, echte naam: Jan Knaep of Johannes Knaepen ( Weert ( Graafschap Horn, nu Nederlands Limburg), ruim vóór 1536 - ?, ?) was van 1536 tot 1545 werkzaam als filoloog ( taalkundige) en grammaticus te Antwerpen. Hij was een aanhanger van het humanisme. Hij publiceerde diverse malen, onder andere in 1545 het Dictionarium triglotton hoc est tribus linguis latina, graeca et ea qua tota haec Inferior Germania utitur, bij uitgever/drukker Michaël Hoochstratanus in die stad. Zijn jaar van overlijden is evenals zijn geboortejaar onbekend. In zijn geboortestad Weert is hij geëerd met een straat.","Ioannes Servilius, echte naam: Jan Knaep of Johannes Knaepen (Weert (Graafschap Horn, nu Nederlands Limburg), ruim vóór 1536 - ?, ?) was van 1536 tot 1545 werkzaam als filoloog (taalkundige) en grammaticus te Antwerpen. Hij was een aanhanger van het humanisme. Hij publiceerde diverse malen, onder andere in 1545 het Dictionarium triglotton hoc est tribus linguis latina, graeca et ea qua tota haec Inferior Germania utitur, bij uitgever/drukker in die stad. Zijn jaar van overlijden is evenals zijn geboortejaar onbekend. In zijn geboortestad Weert is hij geëerd met een straat.","Ioannes Servilius, echte naam: Jan Knaep of Johannes Knaepen ( weert ( Graafschap Horn, nu Nederlands Limburg), ruim vóór 1536 -?,?) was van 1536 tot 1545 werkzaam als filoloog ( taalkundige) en grammatic"
Badhoevedorp,"Badhoevedorp is een dorp in de gemeente Haarlemmermeer in de Nederlandse provincie Noord-Holland met in 2011 12.044 inwoners. Het dorp wordt door de ringvaart gescheiden van het oude dorp Sloten, sinds 1921 deel van de gemeente Amsterdam. De Sloterbrug verbindt sinds 1897 beide dorpen met elkaar. Voorts zijn er de Oude Haagsebrug en de Lijnderbrug die een verbinding vormen met Amsterdam- Nieuw-West. Langs de ringvaart komt men in het noordwesten over de Akerdijk bij het dorp Lijnden, in het zuidoosten over de Nieuwemeerdijk bij de buurtschap Nieuwe Meer. Badhoevedorp is genoemd naar de modelboerderij de Badhoeve van Jacob Paulus Amersfoordt, burgemeester van Haarlemmermeer. Deze in 1854 gebouwde boerderij was weer vernoemd naar een strandje aan het destijds Haarlemmermeer op de plek waar later het niet meer bestaande Akerbad stond in Sloten waar een badgelegenheid was. Deze boerderij trok al spoedig na de bouw de aandacht vanwege de revolutionaire landbouwmethoden. Onder andere koningin Sophia heeft de boerderij nog bezocht. Aanvankelijk was Badhoevedorp niet veel meer dan een paar huizen om de modelboerderij ""de Badhoeve"" aan de ringdijk van de Haarlemmermeer, maar vanaf de jaren 30 werd het dorp uitgebreid als tuindorp bij Amsterdam. Zo kon aan de werknemers van het nabijgelegen Schiphol huisvesting worden geboden. De nieuwe bevolking was voor de overgrote meerderheid afkomstig uit de stad. Dit, en de nabijheid van Amsterdam, zullen de oorzaak zijn dat Badhoevedorpers zich ook nu nog meer verbonden voelen met de stad dan met Haarlemmermeer. Van eind jaren dertig tot begin jaren zeventig was het dorp het grootste van de Haarlemmermeer. In 1936 werd de naam van het dorp officieel door de Haarlemmermeerse gemeenteraad vastgesteld als Badhoevedorp. Voor die tijd stond het bekend als Badhoevebuurt.De oorspronkelijke modelboerderij de Badhoeve werd in 1990/'91 gesloopt.","Badhoevedorp is een dorp in de gemeente Haarlemmermeer in de Nederlandse provincie Noord-Holland met in 2021 13.290 inwoners. Het dorp wordt door de ringvaart gescheiden van het oude dorp Sloten, sinds 1921 deel van de gemeente Amsterdam. De Sloterbrug verbindt sinds 1879 beide dorpen met elkaar. Voorts zijn er de Oude Haagsebrug en de Lijnderbrug die een verbinding vormen met Amsterdam-Nieuw-West. Langs de ringvaart komt men in het noordwesten over de Akerdijk bij het dorp Lijnden, in het zuidoosten over de Nieuwemeerdijk bij de buurtschap Nieuwe Meer.","Badhoevedorp is een dorp in de gemeente Haarlemmermeer in de Nederlandse provincie Noord-Holland. het dorp wordt door de ringvaart gescheiden van het oude dorp Sloten, sinds 1921 deel van de gemeente Amsterdam."
The_Police,"The Police was een Engelse rockband gevormd in Londen in 1977. Voor het overgrote deel van hun geschiedenis bestond de band uit Sting ( leadzanger, bas), Andy Summers (gitaar) en Stewart Copeland (drums). The Police werd wereldwijd populair in de late jaren zeventig en wordt algemeen beschouwd als een van de eerste new-wavegroepen die bij het gewone publiek succes hadden. De groep werd ontbonden in 1984, maar herenigd in het eerste kwartaal van 2007 voor een eenmalige wereldtournee die duurde tot augustus 2008. The Police verkocht wereldwijd meer dan 50 miljoen albums.","The Police was een Engelse rockband gevormd in Londen in 1976, maar werd actief vanaf 1977. Voor het overgrote deel van hun geschiedenis bestond de band uit Sting (leadzanger, bas), Andy Summers (gitaar) en Stewart Copeland (drums). The Police werd wereldwijd populair in de late jaren zeventig en wordt algemeen beschouwd als een van de eerste new-wavegroepen die bij het gewone publiek succes hadden.","The police was een Engelse rockband gevormd in londen in 1977. de band bestond uit Sting, Andy Summers and Stewart copeland. de groep werd ontbonden in 1984, maar hiernigd in het eerste kwartaal van 2007 voor eenmalige wereldtournee die "
Henry_Kissinger,"Henry Alfred Kissinger (Fürth (Duitsland), 27 mei 1923) is een Amerikaans politicus en diplomaat van de Republikeinse Partij. Een politicoloog en hoogleraar van beroep. Hij diende als Nationaal Veiligheidsadviseur van 1969 tot 1975 en vanaf 1973 in een dubbele functie als minister van Buitenlandse Zaken tot 1977 onder presidenten Richard Nixon en Gerald Ford. Hem werd in 1973 de Nobelprijs voor de Vrede toegekend.","Henry Alfred Kissinger (Fürth, Duitsland, 27 mei 1923) is een Amerikaans politicoloog, diplomaat en oud-politicus van de Republikeinse Partij. Hij diende als nationaal veiligheidsadviseur van 1969 tot 1975 en vanaf 1973 in een dubbele functie als minister van Buitenlandse Zaken tot 1977 onder presidenten Richard Nixon en Gerald Ford. Hem werd in 1973 de Nobelprijs voor de Vrede toegekend.","Henry a. kissinger (fürth (duitsland), 27 mei 1923) is een amerikaans politicus en diplomaat van de Republikeinse Partij. een politicoloog en hoogleraar van beroep."
Pesto,"Pesto of pesto genovese (uit Genua) is een Italiaanse saus, oorspronkelijk gemaakt door (Ligurische) olijfolie, basilicumblaadjes (uit Pra, een wijk in Genua), knoflook (uit Vessalico), zeezout, pecorino en/of Parmezaanse kaas, en pijnboompitten fijn te malen. De ingrediënten werden in een vijzel tezamen fijngewreven. Vandaar de naam 'pesto' = gestampt. Het product heeft een smeuïge textuur. In Italië combineert men pesto met pastagerechten (trofie of trenette). De saus is ook populair buiten het land. Daar wordt de saus niet alleen toegepast op pasta, maar ook op toast, over carpaccio (dungesneden rauwe ossenhaas) en kip of als smaakmaker in salades, op pizza of broodjes. Pesto wordt vaak verward met of ondergebracht bij tapenade. Tapenade's echter bevatten olijven.","Pesto of pesto alla genovese (uit Genua) is een Italiaanse saus, oorspronkelijk gemaakt door (Ligurische) olijfolie, basilicumblaadjes (uit Pra, een wijk in Genua), knoflook (uit Vessalico), zeezout, pecorino en/of Parmezaanse kaas, en pijnboompitten fijn te malen. De ingrediënten werden in een vijzel tezamen fijngewreven. Vandaar de naam 'pesto' = gestampt. Het product heeft een smeuïge textuur. Pesto wordt vaak verward met of ondergebracht bij tapenade. Tapenade echter bevat in ieder geval kappertjes en vaak ook olijven.","pesto of pesto genovese (uit Genua) is een Italiaanse saus, oorspronkelijk gemaakt door (Ligurische) olijfolie, basilicumblaadjes (uit Pra, een wijk in Genua), zeezout, pecorino en/of parmezaanse "
Paul_Volcker,"Paul Adolph Volcker ( Cape May, 5 september 1927) is een Amerikaans econoom en centraal bankier. Van 1969 tot 1974 was hij onderminister van het Amerikaanse ministerie van financiën en van 1975 tot 1987 was hij president van de Federal Reserve Bank van New York. Volcker werd vooral bekend als voorzitter van het Federal Reserve System (The Fed) - (vanaf augustus 1979 tot augustus 1987) - onder de Amerikaanse presidenten Jimmy Carter en Ronald Reagan.","Paul Adolph Volcker (Cape May, 5 september 1927 - New York, 8 december 2019) was een Amerikaans econoom en centraal bankier. Van 1969 tot 1974 was hij onderminister van het Amerikaanse ministerie van financiën en van 1975 tot 1987 was hij president van de Federal Reserve Bank van New York. Volcker werd vooral bekend als voorzitter van het Federal Reserve System (The Fed) - (vanaf augustus 1979 tot augustus 1987) - onder de Amerikaanse presidenten Jimmy Carter en Ronald Reagan.","Paul Adolph volcker ( Cape may, 5 september 1927) is een amerikaans econoom en centraal bankier. volcker was onderminister van het amerikaanse ministerie van financi<unk>n van 1969 tot 1974 en van 1975 tot 1987 was hij president van de Federal Reserve Bank van new york."
Henk_Mostert,"Hendrik Jan (Henk) Mostert ( Rotterdam, 24 juni 1925 – Haarlem, 29 juli 2002) was een Nederlandse schaker die zich toelegde op het correspondentieschaak. In de oorlogsjaren werd de avondklok ingesteld; de reden waarom het correspondentieschaak, geleid door de KNSB, een grote vlucht nam. In de zestiger jaren van de 20e eeuw ontstond onenigheid met de schaakbond en een viertal schakers onder wie Henk Mostert kwam tot oprichting van de NBC, met Henk als wedstrijdleider. De vereniging groeide binnen de kortste keren uit tot meer dan 1500 leden. Henk was de motor van de NBC en is dat tot zijn dood toe gebleven. Hij kwam niet aan schaken toe, zijn activiteiten binnen de ICCF en de NBC eisten alle tijd op. In 1968 organiseerde hij de eerste Dames-Olympiade en in 1971 werd hij wedstrijdleider bij de Europese kampioenschappen. In 1987 volgde de kroon op zijn werk: hij volgde Hans Werner van Massow op als president van de ICCF en in datzelfde jaar werd Henk Mostert bevorderd tot Officier in de Orde van Oranje-Nassau. De laatste jaren bracht Henk door in een verpleeghuis. Het correspondentieschaak heeft veel aan hem te danken. In de schaakdatabank Simbase staan slechts 13 partijen die door Henk Mostert gespeeld zijn: hij won er vijf, hij verloor er zeven en speelde één partij remise. Zijn winstpercentage is 42.","Hendrik Jan (Henk) Mostert (Rotterdam, 24 juni 1925 – Haarlem, 29 juli 2002) was een Nederlandse schaker die zich toelegde op het correspondentieschaak. In de oorlogsjaren werd de avondklok ingesteld; de reden waarom het correspondentieschaak, geleid door de KNSB, een hoge vlucht nam. In de zestiger jaren van de 20e eeuw ontstond onenigheid met de schaakbond en een viertal schakers, onder wie Henk Mostert, kwam tot oprichting van de NBC, met Henk als wedstrijdleider. De vereniging groeide snel uit tot meer dan 1500 leden. Henk was de motor van de NBC en is dat tot zijn dood toe gebleven.","Hendrik Jan (Henk) Mostert (rotterdam, 24 juni 1925 – Haarlem, 29 juli 2002) was een Nederlandse schaker die zich toelegde op het correspondentieschaak. in de zestiger jaren van de 20e eeuw ontstond onenigheid met de schaak"
Epifoor,"Een epifoor (de tegenhanger van een anafoor), ook epistrofe genoemd, is een stijlfiguur die bestaat uit het herhalen van hetzelfde woord of dezelfde woordgroep aan het einde van opeenvolgende zinnen of zinsdelen.","Een epifoor (de tegenhanger van een anafoor), ook epistrofe en toevoeging genoemd, is een stijlfiguur die bestaat uit het herhalen van hetzelfde woord of dezelfde woordgroep aan het einde van opeenvolgende zinnen of zinsdelen.","een epifoor (de tegenhanger van een anafoor), ook epistrofe genoemd, is een stijlfiguur die bestaat uit het herhalen van hetzelfde woord of dezelfde woordgroep aan het einde van opeenvolg"
Oezbekistan,"Oezbekistan, officieel de Republiek Oezbekistan (Oezbeeks: Oʻzbekiston Respublikasi), is een land in Centraal-Azië. Het grenst aan Kazachstan, Kirgizië, Tadzjikistan, Afghanistan en Turkmenistan. Het heeft geen verbinding met een zee.","Oezbekistan, officieel de Republiek Oezbekistan (Oezbeeks: Oʻzbekiston Respublikasi), is een land in Centraal-Azië. Het grenst aan Kazachstan, Kirgizië, Tadzjikistan, Afghanistan en Turkmenistan. Het heeft geen verbinding met een zee.","Oezbekistan is een land in Centraal-Azi<unk>. Het grenst aan Kazachstan, Kirgizi<unk>, Tadzjikistan, Afghanistan en Turkmenistan."
Hanyu_pinyin,"Hanyu pinyin ( IPA: [han jyː pʰín ín ]), ook wel eenvoudig pinyin ( Vereenvoudigd Chinees: 拼音; IPA: [pʰín ín ]) genoemd, is een systeem van transliteratie om de officiële taal van China, het Standaardmandarijn, in Latijnse letters weer te geven. Hanyu pinyin werd in de jaren vijftig van de 20e eeuw door de Volksrepubliek China zelf ontwikkeld, in tegenstelling tot andere systemen om de Chinese taal in Latijnse letters weer te geven, zoals Wade-Giles of Yale. Hanyu pinyin betekent in het Chinees letterlijk ""Chinese-taal-transcriptie"". Pinyin werd in 1958 goedgekeurd als transcriptiesysteem door de regering van de Volksrepubliek China en in 1979 officieel in gebruik genomen. Het verving het Wade-Gilessysteem.Sindsdien is het pinyin erkend door de regering van Singapore, de American Library Association en veel internationale instituten als het transcriptiesysteem voor het Mandarijn. In 1982 aanvaardde de Internationale Organisatie voor Standaardisatie (ISO) pinyin als de standaard om het moderne Chinees in Latijnse letters weer te geven; de standaard werd in 1991 herzien. In de vakliteratuur werd een tijdlang een combinatie van verschillende transcriptiesystemen toegepast: werken die handelden over de periode vóór het begin van de Volksrepubliek gebruikten doorgaans Wade-Giles, werken van daarna het Hanyu pinyin. Tegenwoordig wordt het pinyin vrijwel overal gebruikt, en komt men Wade-Giles enkel nog tegen in oudere werken.","Hanyu pinyin (vereenvoudigd Chinees: 汉语拼音; traditioneel Chinees: 漢語拼音; : Hànyǔ pīnyīn; IPA: [han.jyː.pʰín.ín ]), (spelling van klanken van het Chinees) ook wel eenvoudig pinyin (IPA: [pʰín.ín]), is een systeem van transliteratie om de officiële taal van China, het Standaardmandarijn, in Latijnse letters weer te geven.","pinyin is een systeem van transliteratie om de offici<unk>le taal van China, het Standaardmandarijn, in Latijnse letters weer te geven. pinyin werd in de jaren vijftig van de 20e eeuw door de Volksrepubliek China zelf ontwik"
